"Component  ","Description  ","Primary winding connection ","Primary resistance [3] ","Primary leakage inductance [3] ","Primary winding voltage [3] ","Secondary winding connection ","Secondary resistance [3] ","Secondary leakage inductance [3] ","Secondary winding voltage [3] ","Magnetization resistance [3] ","Magnetization inductance [3] ","Primary neutral resistance [4] ","Primary neutral inductance [4] ","Primary neutral capacitance [4] ","Secondary neutral resistance [4] ","Secondary neutral inductance [4] ","Secondary neutral capacitance [4] ","Base primary winding voltage ","Base secondary winding voltage ","Base power  ","Base frequency  "
xf_4003_to_4348_1,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[398.3716857408418000 398.3716857408418000 398.3716857408418000],Yg,[0.2155802996690815 0.2155802996690815 0.2155802996690815],[0.007866700904709074 0.007866700904709074 0.007866700904709074],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4004_to_4347_2,0.0,Yg,[1.6e-010 1.6e-010 1.6e-010],[5.092958178940652e-015 5.092958178940652e-015 5.092958178940652e-015],[230.9401076758503000 230.9401076758503000 230.9401076758503000],Yg,[0.08322706058563295 0.08322706058563295 0.08322706058563295],[0.002131282701120168 0.002131282701120168 0.002131282701120168],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[1600 1600 1600],[5.092958178940651 5.092958178940651 5.092958178940651],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],230.9401076758503,19052.55888325765,33333333.33333333,50
xf_4007_to_4350_3,0.0,Yg,[1e-009 1e-009 1e-009],[3.183098861837908e-014 3.183098861837908e-014 3.183098861837908e-014],[577.3502691896258000 577.3502691896258000 577.3502691896258000],Yg,[0.05382441201172752 0.05382441201172752 0.05382441201172752],[0.001965223501259578 0.001965223501259578 0.001965223501259578],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[10000 10000 10000],[31.83098861837907 31.83098861837907 31.83098861837907],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],577.3502691896258,19052.55888325765,33333333.33333333,50
xf_4008_to_4350_2,0.0,Yg,[1e-009 1e-009 1e-009],[3.183098861837908e-014 3.183098861837908e-014 3.183098861837908e-014],[577.3502691896258000 577.3502691896258000 577.3502691896258000],Yg,[0.05551613686913751 0.05551613686913751 0.05551613686913751],[0.001984856535834043 0.001984856535834043 0.001984856535834043],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[10000 10000 10000],[31.83098861837907 31.83098861837907 31.83098861837907],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],577.3502691896258,19052.55888325765,33333333.33333333,50
xf_4022_to_4367_6,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[398.3716857408418000 398.3716857408418000 398.3716857408418000],Yg,[0.08776829716708497 0.08776829716708497 0.08776829716708497],[0.002173171725479583 0.002173171725479583 0.002173171725479583],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4023_to_4368_5,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[398.3716857408418000 398.3716857408418000 398.3716857408418000],Yg,[0.09592296688082308 0.09592296688082308 0.09592296688082308],[0.002106978530339704 0.002106978530339704 0.002106978530339704],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4024_to_4369_7,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[398.3716857408418000 398.3716857408418000 398.3716857408418000],Yg,[0.08959225774550345 0.08959225774550345 0.08959225774550345],[0.00214912278676005 0.00214912278676005 0.00214912278676005],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4026_to_4370_2,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[418.2902700278839000 418.2902700278839000 418.2902700278839000],Yg,[0.1149529175438797 0.1149529175438797 0.1149529175438797],[0.003392978344046312 0.003392978344046312 0.003392978344046312],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4038_to_4037_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[40010.37365484107000 40010.37365484107000 40010.37365484107000],Yg,[0 0 0],[0.0003928156239075571 0.0003928156239075571 0.0003928156239075571],[6639.528095680697000 6639.528095680697000 6639.528095680697000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6639.528095680696,33333333.33333333,50
xf_4047_to_4048_2,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[418.2902700278839000 418.2902700278839000 418.2902700278839000],Yg,[0.0877948213377017 0.0877948213377017 0.0877948213377017],[0.002189041023717457 0.002189041023717457 0.002189041023717457],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4049_to_4372_2,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[418.2902700278839000 418.2902700278839000 418.2902700278839000],Yg,[0.07871962409395311 0.07871962409395311 0.07871962409395311],[0.00224320691660988 0.00224320691660988 0.00224320691660988],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4050_to_4373_1,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[418.2902700278839000 418.2902700278839000 418.2902700278839000],Yg,[0.06681138106182997 0.06681138106182997 0.06681138106182997],[0.001633684969881792 0.001633684969881792 0.001633684969881792],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4051_to_4376_1,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[404.1451884327381000 404.1451884327381000 404.1451884327381000],Yg,[0.0436728740870035 0.0436728740870035 0.0436728740870035],[0.0009844314206899571 0.0009844314206899571 0.0009844314206899571],[12701.70592217177000 12701.70592217177000 12701.70592217177000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,12701.70592217177,33333333.33333333,50
xf_4078_to_4074_2,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[404.1451884327381000 404.1451884327381000 404.1451884327381000],Yg,[0.3006183951579992 0.3006183951579992 0.3006183951579992],[0.01106596935705843 0.01106596935705843 0.01106596935705843],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4079_to_4074_4,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[404.1451884327381000 404.1451884327381000 404.1451884327381000],Yg,[0.430544483923855 0.430544483923855 0.430544483923855],[0.01520530518912654 0.01520530518912654 0.01520530518912654],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4080_to_4103_3,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[388.4123935973208000 388.4123935973208000 388.4123935973208000],Yg,[0.1075420147507686 0.1075420147507686 0.1075420147507686],[0.003391253286266667 0.003391253286266667 0.003391253286266667],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4081_to_4103_4,0.0,Yg,[1e-009 1e-009 1e-009],[3.183098861837908e-014 3.183098861837908e-014 3.183098861837908e-014],[577.3502691896258000 577.3502691896258000 577.3502691896258000],Yg,[0.1032294287266077 0.1032294287266077 0.1032294287266077],[0.004611858039961582 0.004611858039961582 0.004611858039961582],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[10000 10000 10000],[31.83098861837907 31.83098861837907 31.83098861837907],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],577.3502691896258,19052.55888325765,33333333.33333333,50
xf_4082_to_4102_5,0.0,Yg,[1e-009 1e-009 1e-009],[3.183098861837908e-014 3.183098861837908e-014 3.183098861837908e-014],[577.3502691896258000 577.3502691896258000 577.3502691896258000],Yg,[0.06626068160538025 0.06626068160538025 0.06626068160538025],[0.003063185661629931 0.003063185661629931 0.003063185661629931],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[10000 10000 10000],[31.83098861837907 31.83098861837907 31.83098861837907],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],577.3502691896258,19052.55888325765,33333333.33333333,50
xf_4083_to_4102_6,0.0,Yg,[1e-009 1e-009 1e-009],[3.183098861837908e-014 3.183098861837908e-014 3.183098861837908e-014],[577.3502691896258000 577.3502691896258000 577.3502691896258000],Yg,[0.1613550344849187 0.1613550344849187 0.1613550344849187],[0.007181629570224859 0.007181629570224859 0.007181629570224859],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[10000 10000 10000],[31.83098861837907 31.83098861837907 31.83098861837907],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],577.3502691896258,19052.55888325765,33333333.33333333,50
xf_4084_to_4085_2,0.0,Yg,[4.761e-010 4.761e-010 4.761e-010],[1.515473368121028e-014 1.515473368121028e-014 1.515473368121028e-014],[418.2902700278839000 418.2902700278839000 418.2902700278839000],Yg,[0.07748459874355267 0.07748459874355267 0.07748459874355267],[0.002031734107319873 0.002031734107319873 0.002031734107319873],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[4761.000000000001 4761.000000000001 4761.000000000001],[15.15473368121028 15.15473368121028 15.15473368121028],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],398.3716857408418,19052.55888325765,33333333.33333333,50
xf_4091_to_4410_6,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.01885721814356746 0.01885721814356746 0.01885721814356746],[0.003518749840852297 0.003518749840852297 0.003518749840852297],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4091_to_4411_3,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.01890130987276137 0.01890130987276137 0.01890130987276137],[0.003378702628286813 0.003378702628286813 0.003378702628286813],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4091_to_4412_4,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.02004599390199031 0.02004599390199031 0.02004599390199031],[0.003406479333319948 0.003406479333319948 0.003406479333319948],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4091_to_4413_5,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.01954948523636913 0.01954948523636913 0.01954948523636913],[0.003339313879741568 0.003339313879741568 0.003339313879741568],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4091_to_4414_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.01889617235135283 0.01889617235135283 0.01889617235135283],[0.003594761524913519 0.003594761524913519 0.003594761524913519],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4091_to_4415_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.01937012015983467 0.01937012015983467 0.01937012015983467],[0.003549978099151594 0.003549978099151594 0.003549978099151594],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4104_to_4048_1,0.0,Yg,[7.562500000000001e-007 7.562500000000001e-007 7.562500000000001e-007],[2.407218514264917e-009 2.407218514264917e-009 2.407218514264917e-009],[165201.5626502466000 165201.5626502466000 165201.5626502466000],Yg,[0.04209723713737817 0.04209723713737817 0.04209723713737817],[0.003963650372174798 0.003963650372174798 0.003963650372174798],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[756250000 756250000 756250000],[2407218.514264917 2407218.514264917 2407218.514264917],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],158771.3240271471,19052.55888325765,33333333.33333333,50
xf_4109_to_4372_1,0.0,Yg,[7.562500000000001e-007 7.562500000000001e-007 7.562500000000001e-007],[2.407218514264917e-009 2.407218514264917e-009 2.407218514264917e-009],[162740.6071278258000 162740.6071278258000 162740.6071278258000],Yg,[0.04130844715157505 0.04130844715157505 0.04130844715157505],[0.004059023570616264 0.004059023570616264 0.004059023570616264],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[756250000 756250000 756250000],[2407218.514264917 2407218.514264917 2407218.514264917],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],158771.3240271471,19052.55888325765,33333333.33333333,50
xf_4112_to_4058_1,0.0,Yg,[7.562500000000001e-007 7.562500000000001e-007 7.562500000000001e-007],[2.407218514264917e-009 2.407218514264917e-009 2.407218514264917e-009],[168297.6034687759000 168297.6034687759000 168297.6034687759000],Yg,[0.004899850139393616 0.004899850139393616 0.004899850139393616],[0.0007466668340524686 0.0007466668340524686 0.0007466668340524686],[7967.433714816836000 7967.433714816836000 7967.433714816836000],[756250000 756250000 756250000],[2407218.514264917 2407218.514264917 2407218.514264917],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],158771.3240271471,7967.433714816836,33333333.33333333,50
xf_4112_to_4059_2,0.0,Yg,[7.562500000000001e-007 7.562500000000001e-007 7.562500000000001e-007],[2.407218514264917e-009 2.407218514264917e-009 2.407218514264917e-009],[168297.6034687759000 168297.6034687759000 168297.6034687759000],Yg,[0.00510549655812226 0.00510549655812226 0.00510549655812226],[0.0007906742406250641 0.0007906742406250641 0.0007906742406250641],[7967.433714816836000 7967.433714816836000 7967.433714816836000],[756250000 756250000 756250000],[2407218.514264917 2407218.514264917 2407218.514264917],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],158771.3240271471,7967.433714816836,33333333.33333333,50
xf_4112_to_4061_4,0.0,Yg,[7.562500000000001e-007 7.562500000000001e-007 7.562500000000001e-007],[2.407218514264917e-009 2.407218514264917e-009 2.407218514264917e-009],[168297.6034687759000 168297.6034687759000 168297.6034687759000],Yg,[0.006167496284315149 0.006167496284315149 0.006167496284315149],[0.0006941841813097902 0.0006941841813097902 0.0006941841813097902],[7967.433714816836000 7967.433714816836000 7967.433714816836000],[756250000 756250000 756250000],[2407218.514264917 2407218.514264917 2407218.514264917],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],158771.3240271471,7967.433714816836,33333333.33333333,50
xf_4113_to_4169_1,0.0,Yg,[7.562500000000001e-007 7.562500000000001e-007 7.562500000000001e-007],[2.407218514264917e-009 2.407218514264917e-009 2.407218514264917e-009],[160835.3512395000 160835.3512395000 160835.3512395000],Yg,[0.379448958969605 0.379448958969605 0.379448958969605],[0.06088747089557953 0.06088747089557953 0.06088747089557953],[76210.2355330306000 76210.2355330306000 76210.2355330306000],[756250000 756250000 756250000],[2407218.514264917 2407218.514264917 2407218.514264917],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],158771.3240271471,76210.2355330306,33333333.33333333,50
