"Component  ","Description  ","Dynamic load status ","External control of P and Q ","Measuring filter status ","Base power  ","Base voltage  ","Base frequency  ","U0  ","P0  ","Q0  ","Vmin  ","Rs  ","Ls  ","Rp  ","Lp  ","Cp  ","np  ","nq  ","kp  ","kq  ","Tp1  ","Tp2  ","Tq1  ","Tq2  "
load_P_3311_1,0.0,1,0,1,100000000,110000,50,1.049486009129081,773692.538163532,897017.647900432,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3311_2,0.0,1,0,1,100000000,110000,50,1.049486009129081,3279680.12932162,3321536.04642572,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3316_1,0.0,1,0,1,100000000,33000,50,1.042985944222766,14781014.9139908,4708997.318263169,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3316_2,0.0,1,0,1,100000000,33000,50,1.042985944222766,14290884.2129319,4488313.223109949,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3320_1,0.0,1,0,1,100000000,33000,50,1.030279709062975,110536595.894477,28829399.5849205,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3323_1,0.0,1,0,1,100000000,33000,50,1.039901161535302,38610352.40387259,12569802.8309515,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3323_2,0.0,1,0,1,100000000,33000,50,1.039901161535302,36213119.831776,12593536.6722713,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3326_3,0.0,1,0,1,100000000,33000,50,1.023356249397257,59531872.0024433,11936541.4353548,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3327_2,0.0,1,0,1,100000000,11000,50,1.007590278015438,20007444.4905052,6466879.34289956,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3328_1,0.0,1,0,1,100000000,11000,50,1.002167971372662,22762457.0426797,2108849.2207054,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3331_1,0.0,1,0,1,100000000,22000,50,1.020686639796752,41355586.2885761,13248952.8713026,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3332_1,0.0,1,0,1,100000000,132000,50,1.008572618135521,12750372.7150922,1735474.29524409,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3335_1,0.0,1,0,1,100000000,11000,50,1.006431422478445,16267781.197754,3231852.72819479,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3335_2,0.0,1,0,1,100000000,11000,50,1.006431422478445,16254110.9230277,3237438.03852703,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3335_3,0.0,1,0,1,100000000,11000,50,1.006431422478445,15337487.1727911,3350006.07160619,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3336_4,0.0,1,0,1,100000000,11000,50,1.003760858607823,15910640.6811535,3332316.39559707,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3336_5,0.0,1,0,1,100000000,11000,50,1.003760858607823,16651892.8988829,3470091.40049038,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3336_6,0.0,1,0,1,100000000,11000,50,1.003760858607823,15758542.2851637,3417565.76544722,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3339_1,0.0,1,0,1,100000000,33000,50,1.004074938844624,35657150.0175842,7832352.641687729,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3339_2,0.0,1,0,1,100000000,33000,50,1.004074938844624,33485152.8414597,7628164.6004606,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3339_3,0.0,1,0,1,100000000,33000,50,1.004074938844624,34967036.4117772,7864668.167718501,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3341_1,0.0,1,0,1,100000000,33000,50,1.034919248904768,29194327.4025428,2964661.45759821,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3341_2,0.0,1,0,1,100000000,33000,50,1.034919248904768,26886087.0790197,2859218.74843212,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3343_1,0.0,1,0,1,100000000,33000,50,0.9934474114597051,9757234.095380642,2589692.31526181,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3343_2,0.0,1,0,1,100000000,33000,50,0.9934474114597051,9329206.20968025,2742257.46714324,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3347_1,0.0,1,0,1,100000000,33000,50,1.014210976705052,107941098.159115,27914614.6221568,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3351_1,0.0,1,0,1,100000000,33000,50,0.9435560488939913,32496637.8452692,4807234.96775259,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3351_2,0.0,1,0,1,100000000,33000,50,0.9435560488939913,31827211.9690978,4658730.166354449,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3351_3,0.0,1,0,1,100000000,33000,50,0.9435560488939913,32718470.5001966,4866691.60509598,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3353_1,0.0,1,0,1,100000000,33000,50,1.031233679760899,9748561.56277284,305403.592210449,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3354_1,0.0,1,0,1,100000000,110000,50,1.048320442783446,15845420.5482932,4462757.43071884,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3354_2,0.0,1,0,1,100000000,110000,50,1.048320442783446,15700347.6056752,4596510.02672254,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3355_3,0.0,1,0,1,100000000,33000,50,1.029515594402665,35471993.2582392,15183082.23275,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3355_4,0.0,1,0,1,100000000,33000,50,1.029515594402665,36386177.4909645,15378303.3935702,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3356_5,0.0,1,0,1,100000000,33000,50,1.025027148359828,25862455.9360833,7647240.10672546,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3360_1,0.0,1,0,1,100000000,11000,50,1.001028591535081,22753646.574994,3295909.31688547,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3361_2,0.0,1,0,1,100000000,11000,50,0.9989796118776079,35580936.85796829,11621015.9024319,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3363_1,0.0,1,0,1,100000000,11000,50,1.002063512264466,10792252.4480464,2886792.43641682,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3363_2,0.0,1,0,1,100000000,11000,50,1.002063512264466,11476502.1677222,2825206.56419806,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3364_3,0.0,1,0,1,100000000,11000,50,1.012086161761356,8241630.18968925,2376313.51352329,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3364_4,0.0,1,0,1,100000000,11000,50,1.012086161761356,8193516.01645052,2338042.76539609,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3365_1,0.0,1,0,1,100000000,33000,50,1.007503442126024,34247613.2765844,7717562.42900137,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3365_2,0.0,1,0,1,100000000,33000,50,1.007503442126024,33939604.9360574,7755804.94543975,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3365_3,0.0,1,0,1,100000000,33000,50,1.007503442126024,33236619.6489508,7260913.13744327,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3367_4,0.0,1,0,1,100000000,11000,50,0.9885604306035377,7684911.80796214,2851623.9464093,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3367_5,0.0,1,0,1,100000000,11000,50,0.9885604306035377,7925435.1106748,2786353.48002198,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3367_6,0.0,1,0,1,100000000,11000,50,0.9885604306035377,7934857.160722461,2760250.79270517,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3367_7,0.0,1,0,1,100000000,11000,50,0.9885604306035377,7480086.783827281,2775690.63916788,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3370_1,0.0,1,0,1,100000000,33000,50,1.027125433174012,36235787.8988637,793718.510266626,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3372_1,0.0,1,0,1,100000000,11000,50,1.003104378870927,14496104.6356155,2417409.60786371,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3373_2,0.0,1,0,1,100000000,11000,50,1.019089487168668,22415421.451861,-1469527.14470215,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3374_1,0.0,1,0,1,100000000,110000,50,1.043133744118656,8156483.98969341,-10779365.7765257,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3374_2,0.0,1,0,1,100000000,110000,50,1.043133744118656,2949222.73014793,-6435657.43528036,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3375_2,0.0,1,0,1,100000000,66000,50,1.03729688061347,1558391.86981507,1482721.43783811,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3376_1,0.0,1,0,1,100000000,66000,50,1.038147064910593,2834834.61229373,-3497360.86111814,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3380_1,0.0,1,0,1,100000000,11000,50,1.088135030485199,7596011.38320789,2448223.74718878,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3380_2,0.0,1,0,1,100000000,11000,50,1.088135030485199,9654965.7055065,3921701.12039689,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3381_3,0.0,1,0,1,100000000,11000,50,1.096764301700108,9585957.926795259,4009359.28977355,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3381_4,0.0,1,0,1,100000000,11000,50,1.096764301700108,8504097.6020528,2816674.86686539,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3383_1,0.0,1,0,1,100000000,33000,50,1.03501096376732,107300479.373141,25418252.542894,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3384_1,0.0,1,0,1,100000000,110000,50,1.041259539049518,5342680.550735259,1617731.90731066,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3384_2,0.0,1,0,1,100000000,110000,50,1.041259539049518,535175.6199121471,-1405401.19360033,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3387_2,0.0,1,0,1,100000000,11000,50,1.016425886187345,9005483.110905059,2398147.55164217,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3387_6,0.0,1,0,1,100000000,11000,50,1.016425886187345,8594800.618547991,2369700.81340894,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3388_1,0.0,1,0,1,100000000,11000,50,1.024375314185486,8167493.231715641,3047513.00901771,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3388_4,0.0,1,0,1,100000000,11000,50,1.024375314185486,8215889.57850188,3087200.13045967,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3389_3,0.0,1,0,1,100000000,11000,50,1.008307256669333,8982036.290230511,2254460.94687842,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3389_5,0.0,1,0,1,100000000,11000,50,1.008307256669333,8750402.9389848,2079176.39329657,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3392_1,0.0,1,0,1,100000000,33000,50,1.050683529465892,67208345.8008327,21841337.2465082,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3394_1,0.0,1,0,1,100000000,33000,50,1.025457946384499,25474050.9389039,5558457.70832105,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3394_2,0.0,1,0,1,100000000,33000,50,1.025457946384499,24222461.0076483,5313515.25754523,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3396_1,0.0,1,0,1,100000000,33000,50,0.9964747835014496,112676631.413872,30754711.9006952,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3398_1,0.0,1,0,1,100000000,11000,50,1.006176121330328,8506809.649994221,1519118.59648949,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3398_3,0.0,1,0,1,100000000,11000,50,1.006176121330328,6335956.42464794,2165401.04360692,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3399_2,0.0,1,0,1,100000000,11000,50,1.00164245091789,10076164.9788386,2157996.78008594,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3399_5,0.0,1,0,1,100000000,11000,50,1.00164245091789,6304019.317698199,2018859.85582173,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3400_4,0.0,1,0,1,100000000,11000,50,1.06063937447748,5607580.90088703,2118101.00198202,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3400_6,0.0,1,0,1,100000000,11000,50,1.06063937447748,6067016.3488063,1960302.01627016,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3401_1,0.0,1,0,1,100000000,66000,50,1.037767116388125,6487731.4732695,2677421.96089402,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3401_2,0.0,1,0,1,100000000,66000,50,1.037767116388125,8086213.37636607,3732470.60700054,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3402_1,0.0,1,0,1,100000000,110000,50,1.042682707074236,16043807.1893901,1608077.12827958,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3402_2,0.0,1,0,1,100000000,110000,50,1.042682707074236,15422260.454665,1810559.00178854,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3403_3,0.0,1,0,1,100000000,33000,50,1.009721444561199,11731944.3016335,7120458.120081809,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3403_4,0.0,1,0,1,100000000,33000,50,1.009721444561199,11529481.0228117,7526323.83016343,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3403_5,0.0,1,0,1,100000000,33000,50,1.009721444561199,11395262.0892165,7108091.75873967,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3403_6,0.0,1,0,1,100000000,33000,50,1.009721444561199,11078405.2566139,7819936.43865585,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3404_2,0.0,1,0,1,100000000,110000,50,1.051310129278051,12172761.7010201,2871075.61065168,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3405_1,0.0,1,0,1,100000000,110000,50,1.051291361852819,12385596.6533225,3650956.73603481,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3406_1,0.0,1,0,1,100000000,110000,50,1.041843529499458,4524596.6904568,590389.267816907,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3407_1,0.0,1,0,1,100000000,33000,50,1.02506985388136,2344971.72111282,1132854.7323877,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3407_2,0.0,1,0,1,100000000,33000,50,1.02506985388136,2471150.88163689,1305083.92513376,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3409_2,0.0,1,0,1,100000000,11000,50,1.015199637847616,12305390.7199284,4959079.24773395,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3409_3,0.0,1,0,1,100000000,11000,50,1.015199637847616,13148389.3617477,5134197.87718775,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3410_1,0.0,1,0,1,100000000,11000,50,1.007609617146976,11330142.2131062,4744072.02206985,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3410_4,0.0,1,0,1,100000000,11000,50,1.007609617146976,11893527.544057,4871437.818095789,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3414_3,0.0,1,0,1,100000000,11000,50,1.007925676335979,11258102.3800041,3337693.72199774,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3414_4,0.0,1,0,1,100000000,11000,50,1.007925676335979,11473927.8170453,3458969.34606731,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3415_1,0.0,1,0,1,100000000,11000,50,1.02167317150474,9930691.628232831,1946609.51694357,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3415_2,0.0,1,0,1,100000000,11000,50,1.02167317150474,10587385.1339654,2047042.04398091,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3417_1,0.0,1,0,1,100000000,15750,50,1.002379999999555,14456884.3456127,8420003.246058011,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3418_2,0.0,1,0,1,100000000,15750,50,1.017249999999544,12736100.8552631,9923024.200800341,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3419_3,0.0,1,0,1,100000000,15750,50,1.080099999999398,11406474.0076987,11898367.6339285,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3420_4,0.0,1,0,1,100000000,15750,50,1.076989999999415,12176668.0779361,11562696.2856162,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3421_5,0.0,1,0,1,100000000,15750,50,1.013959999999474,10049256.7484526,11755369.4114783,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3422_6,0.0,1,0,1,100000000,15750,50,1.017379999999559,15073614.7453034,7249010.46796725,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3423_1,0.0,1,0,1,100000000,20000,50,1.015249999999339,27672855.7136479,13408858.5201418,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3424_2,0.0,1,0,1,100000000,20000,50,1.011229999999337,28836139.2401487,13382845.0605301,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3425_3,0.0,1,0,1,100000000,20000,50,1.011819999999339,28716680.2448972,12494065.1509694,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3426_4,0.0,1,0,1,100000000,20000,50,1.010539999999349,29321948.7190482,13137712.2627804,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3427_12,0.0,1,0,1,100000000,6600,50,1.002510079355983,2752896.10125721,2249673.69426005,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3430_1,0.0,1,0,1,100000000,20000,50,1.017259999999748,23513236.1025985,16190581.0500456,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3431_2,0.0,1,0,1,100000000,20000,50,1.018859999999775,26225068.797685,12076195.6744568,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3433_1,0.0,1,0,1,100000000,6600,50,1.025376414693668,412398.052034574,416703.374318778,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3434_1,0.0,1,0,1,100000000,15000,50,1.019339999999531,5121438.68251629,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3435_2,0.0,1,0,1,100000000,15000,50,1.016369999999529,5214475.25225747,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3436_3,0.0,1,0,1,100000000,15000,50,1.00899999999953,5018228.73109775,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3437_4,0.0,1,0,1,100000000,15000,50,1.069549999999528,118153.763497621,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3438_1,0.0,1,0,1,100000000,15750,50,0.9673799999994656,1873671.43145632,857158.603200316,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3439_2,0.0,1,0,1,100000000,15750,50,0.9663399999994687,2421766.41899487,996772.907746676,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3441_1,0.0,1,0,1,100000000,110000,50,1.047130396259513,5576082.64033575,2247371.12697549,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3441_2,0.0,1,0,1,100000000,110000,50,1.047130396259513,5316524.49307963,2067611.18823141,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3442_1,0.0,1,0,1,100000000,19500,50,0.9883099999997641,18826830.3699326,20867166.4316095,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3443_2,0.0,1,0,1,100000000,19500,50,0.9884899999997543,19521483.2365795,21709946.3751859,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3444_1,0.0,1,0,1,100000000,20500,50,0.9774799999993748,21574811.5915457,4499697.238121269,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3444_2,0.0,1,0,1,100000000,20500,50,0.9774799999993748,156733.526169788,9883729.533095701,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3446_1,0.0,1,0,1,100000000,11000,50,1.004602525369843,531880.33483699,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3446_1G,0.0,1,0,1,100000000,11000,50,1.004602525369843,-13148061.2242967,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3449_2,0.0,1,0,1,100000000,11000,50,1.023739999998567,1040912.81344453,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3450_7,0.0,1,0,1,100000000,6600,50,1.027546738106253,2486839.59767888,-959026.231092867,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3452_2,0.0,1,0,1,100000000,11000,50,1.03439555235604,147587.679507211,-2544617.93536078,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3453_3,0.0,1,0,1,100000000,11000,50,0.9424499999986958,788296.720283572,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3454_2,0.0,1,0,1,100000000,11000,50,0.9397999999988087,800680.4691935891,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3462_1,0.0,1,0,1,100000000,11000,50,1.003469999999041,5916074.74051416,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3463_1,0.0,1,0,1,100000000,10500,50,0.9201099999992431,3279800.87365531,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3464_1,0.0,1,0,1,100000000,10500,50,1.004909999999241,5037426.13884914,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3472_1,0.0,1,0,1,100000000,33000,50,1.013621720520845,84984362.24133271,23333859.7885831,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3474_1,0.0,1,0,1,100000000,33000,50,1.034224448350528,10930506.9311259,2413057.29810256,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3477_1,0.0,1,0,1,100000000,132000,50,1.00742655920539,27700401.5938956,7609874.39622078,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3477_1C,0.0,1,0,1,100000000,132000,50,1.00742655920539,220281318.017514,139145344.525343,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3477_2,0.0,1,0,1,100000000,132000,50,1.00742655920539,52262232.5668192,15066501.8567026,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3477_2C,0.0,1,0,1,100000000,132000,50,1.00742655920539,353997970.04275,194159647.319466,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_3477_3,0.0,1,0,1,100000000,132000,50,1.00742655920539,-98850240.86570251,-34980020.7438886,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
